"power","stat","dist","kn","n","cpt","delta"
0.072,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-0.5
0.0664,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-0.4
0.0664,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-0.3
0.0648,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-0.2
0.0634,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-0.0999999999999999
0.065,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0
0.0578,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0.1
0.0694,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0.2
0.0656,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0.3
0.0728,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0.4
0.071,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0.5
0.0812,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0.6
0.088,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0.7
0.0958,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0.8
0.1044,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",0.9
0.118,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1
0.1234,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1.1
0.1408,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1.2
0.1556,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1.3
0.1832,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1.4
0.2032,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1.5
0.2384,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1.6
0.2534,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1.7
0.2922,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1.8
0.3118,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",1.9
0.3572,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",2
0.476,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-2
0.441,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1.9
0.3878,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1.8
0.3492,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1.7
0.3136,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1.6
0.26,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1.5
0.2432,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1.4
0.1998,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1.3
0.1854,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1.2
0.1688,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1.1
0.1454,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-1
0.1146,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-0.9
0.1094,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-0.8
0.1048,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-0.7
0.0986,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-0.6
0.083,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-0.5
0.0792,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-0.4
0.0784,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-0.3
0.0748,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-0.2
0.071,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",-0.0999999999999999
0.0786,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0
0.0738,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0.1
0.077,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0.2
0.0706,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0.3
0.0824,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0.4
0.0854,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0.5
0.0944,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0.6
0.1092,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0.7
0.1158,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0.8
0.1322,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",0.9
0.1388,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1
0.1722,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1.1
0.1836,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1.2
0.2074,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1.3
0.239,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1.4
0.2682,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1.5
0.304,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1.6
0.3376,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1.7
0.3918,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1.8
0.42,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",1.9
0.4764,"hs","garch11_a0.1_b0.7_o0.5","log",500,"c4rt",2
0.5466,"Vn","ar1_0.5","log",50,"c4rt",-2
0.5198,"Vn","ar1_0.5","log",50,"c4rt",-1.9
0.4796,"Vn","ar1_0.5","log",50,"c4rt",-1.8
0.4674,"Vn","ar1_0.5","log",50,"c4rt",-1.7
0.4398,"Vn","ar1_0.5","log",50,"c4rt",-1.6
0.414,"Vn","ar1_0.5","log",50,"c4rt",-1.5
0.3972,"Vn","ar1_0.5","log",50,"c4rt",-1.4
0.3698,"Vn","ar1_0.5","log",50,"c4rt",-1.3
0.3694,"Vn","ar1_0.5","log",50,"c4rt",-1.2
0.331,"Vn","ar1_0.5","log",50,"c4rt",-1.1
0.3026,"Vn","ar1_0.5","log",50,"c4rt",-1
0.3088,"Vn","ar1_0.5","log",50,"c4rt",-0.9
0.2858,"Vn","ar1_0.5","log",50,"c4rt",-0.8
0.2668,"Vn","ar1_0.5","log",50,"c4rt",-0.7
0.263,"Vn","ar1_0.5","log",50,"c4rt",-0.6
0.252,"Vn","ar1_0.5","log",50,"c4rt",-0.5
0.2406,"Vn","ar1_0.5","log",50,"c4rt",-0.4
0.2396,"Vn","ar1_0.5","log",50,"c4rt",-0.3
0.2444,"Vn","ar1_0.5","log",50,"c4rt",-0.2
0.225,"Vn","ar1_0.5","log",50,"c4rt",-0.0999999999999999
0.2252,"Vn","ar1_0.5","log",50,"c4rt",0
0.2272,"Vn","ar1_0.5","log",50,"c4rt",0.1
0.2208,"Vn","ar1_0.5","log",50,"c4rt",0.2
0.2396,"Vn","ar1_0.5","log",50,"c4rt",0.3
0.2344,"Vn","ar1_0.5","log",50,"c4rt",0.4
0.2556,"Vn","ar1_0.5","log",50,"c4rt",0.5
0.2658,"Vn","ar1_0.5","log",50,"c4rt",0.6
0.2648,"Vn","ar1_0.5","log",50,"c4rt",0.7
0.2732,"Vn","ar1_0.5","log",50,"c4rt",0.8
0.2942,"Vn","ar1_0.5","log",50,"c4rt",0.9
0.3038,"Vn","ar1_0.5","log",50,"c4rt",1
0.3332,"Vn","ar1_0.5","log",50,"c4rt",1.1
0.335,"Vn","ar1_0.5","log",50,"c4rt",1.2
0.3738,"Vn","ar1_0.5","log",50,"c4rt",1.3
0.384,"Vn","ar1_0.5","log",50,"c4rt",1.4
0.4234,"Vn","ar1_0.5","log",50,"c4rt",1.5
0.4316,"Vn","ar1_0.5","log",50,"c4rt",1.6
0.4638,"Vn","ar1_0.5","log",50,"c4rt",1.7
0.488,"Vn","ar1_0.5","log",50,"c4rt",1.8
0.5126,"Vn","ar1_0.5","log",50,"c4rt",1.9
0.5398,"Vn","ar1_0.5","log",50,"c4rt",2
0.2082,"Vn","ar1_0.5","log",200,"c4rt",-2
0.2068,"Vn","ar1_0.5","log",200,"c4rt",-1.9
0.1972,"Vn","ar1_0.5","log",200,"c4rt",-1.8
0.1906,"Vn","ar1_0.5","log",200,"c4rt",-1.7
0.1862,"Vn","ar1_0.5","log",200,"c4rt",-1.6
0.1728,"Vn","ar1_0.5","log",200,"c4rt",-1.5
0.165,"Vn","ar1_0.5","log",200,"c4rt",-1.4
0.1692,"Vn","ar1_0.5","log",200,"c4rt",-1.3
0.153,"Vn","ar1_0.5","log",200,"c4rt",-1.2
0.1426,"Vn","ar1_0.5","log",200,"c4rt",-1.1
0.1416,"Vn","ar1_0.5","log",200,"c4rt",-1
0.1364,"Vn","ar1_0.5","log",200,"c4rt",-0.9
0.1326,"Vn","ar1_0.5","log",200,"c4rt",-0.8
0.1352,"Vn","ar1_0.5","log",200,"c4rt",-0.7
0.1352,"Vn","ar1_0.5","log",200,"c4rt",-0.6
0.1296,"Vn","ar1_0.5","log",200,"c4rt",-0.5
0.123,"Vn","ar1_0.5","log",200,"c4rt",-0.4
0.122,"Vn","ar1_0.5","log",200,"c4rt",-0.3
0.1196,"Vn","ar1_0.5","log",200,"c4rt",-0.2
0.1196,"Vn","ar1_0.5","log",200,"c4rt",-0.0999999999999999
0.1292,"Vn","ar1_0.5","log",200,"c4rt",0
0.122,"Vn","ar1_0.5","log",200,"c4rt",0.1
0.1276,"Vn","ar1_0.5","log",200,"c4rt",0.2
0.1224,"Vn","ar1_0.5","log",200,"c4rt",0.3
0.119,"Vn","ar1_0.5","log",200,"c4rt",0.4
0.1256,"Vn","ar1_0.5","log",200,"c4rt",0.5
0.1234,"Vn","ar1_0.5","log",200,"c4rt",0.6
0.1234,"Vn","ar1_0.5","log",200,"c4rt",0.7
0.132,"Vn","ar1_0.5","log",200,"c4rt",0.8
0.1366,"Vn","ar1_0.5","log",200,"c4rt",0.9
0.1436,"Vn","ar1_0.5","log",200,"c4rt",1
0.1492,"Vn","ar1_0.5","log",200,"c4rt",1.1
0.149,"Vn","ar1_0.5","log",200,"c4rt",1.2
0.1552,"Vn","ar1_0.5","log",200,"c4rt",1.3
0.168,"Vn","ar1_0.5","log",200,"c4rt",1.4
0.1742,"Vn","ar1_0.5","log",200,"c4rt",1.5
0.1832,"Vn","ar1_0.5","log",200,"c4rt",1.6
0.1902,"Vn","ar1_0.5","log",200,"c4rt",1.7
0.1956,"Vn","ar1_0.5","log",200,"c4rt",1.8
0.2212,"Vn","ar1_0.5","log",200,"c4rt",1.9
0.224,"Vn","ar1_0.5","log",200,"c4rt",2
0.1314,"Vn","ar1_0.5","log",500,"c4rt",-2
0.1274,"Vn","ar1_0.5","log",500,"c4rt",-1.9
0.1216,"Vn","ar1_0.5","log",500,"c4rt",-1.8
0.1232,"Vn","ar1_0.5","log",500,"c4rt",-1.7
0.1148,"Vn","ar1_0.5","log",500,"c4rt",-1.6
0.1118,"Vn","ar1_0.5","log",500,"c4rt",-1.5
0.1028,"Vn","ar1_0.5","log",500,"c4rt",-1.4
0.1068,"Vn","ar1_0.5","log",500,"c4rt",-1.3
0.1082,"Vn","ar1_0.5","log",500,"c4rt",-1.2
0.1064,"Vn","ar1_0.5","log",500,"c4rt",-1.1
0.1012,"Vn","ar1_0.5","log",500,"c4rt",-1
0.0948,"Vn","ar1_0.5","log",500,"c4rt",-0.9
0.0996,"Vn","ar1_0.5","log",500,"c4rt",-0.8
0.0944,"Vn","ar1_0.5","log",500,"c4rt",-0.7
0.0872,"Vn","ar1_0.5","log",500,"c4rt",-0.6
0.095,"Vn","ar1_0.5","log",500,"c4rt",-0.5
0.0872,"Vn","ar1_0.5","log",500,"c4rt",-0.4
0.0854,"Vn","ar1_0.5","log",500,"c4rt",-0.3
0.0936,"Vn","ar1_0.5","log",500,"c4rt",-0.2
0.0878,"Vn","ar1_0.5","log",500,"c4rt",-0.0999999999999999
0.0914,"Vn","ar1_0.5","log",500,"c4rt",0
0.098,"Vn","ar1_0.5","log",500,"c4rt",0.1
0.0998,"Vn","ar1_0.5","log",500,"c4rt",0.2
0.0828,"Vn","ar1_0.5","log",500,"c4rt",0.3
0.0908,"Vn","ar1_0.5","log",500,"c4rt",0.4
0.0912,"Vn","ar1_0.5","log",500,"c4rt",0.5
0.0952,"Vn","ar1_0.5","log",500,"c4rt",0.6
0.0956,"Vn","ar1_0.5","log",500,"c4rt",0.7
0.0906,"Vn","ar1_0.5","log",500,"c4rt",0.8
0.1038,"Vn","ar1_0.5","log",500,"c4rt",0.9
0.0918,"Vn","ar1_0.5","log",500,"c4rt",1
0.0966,"Vn","ar1_0.5","log",500,"c4rt",1.1
0.102,"Vn","ar1_0.5","log",500,"c4rt",1.2
0.1064,"Vn","ar1_0.5","log",500,"c4rt",1.3
0.1096,"Vn","ar1_0.5","log",500,"c4rt",1.4
0.1092,"Vn","ar1_0.5","log",500,"c4rt",1.5
0.1182,"Vn","ar1_0.5","log",500,"c4rt",1.6
0.1224,"Vn","ar1_0.5","log",500,"c4rt",1.7
0.1194,"Vn","ar1_0.5","log",500,"c4rt",1.8
0.1264,"Vn","ar1_0.5","log",500,"c4rt",1.9
0.1274,"Vn","ar1_0.5","log",500,"c4rt",2
0.5442,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-2
0.5112,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.9
0.4738,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.8
0.4692,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.7
0.4368,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.6
0.4184,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.5
0.4084,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.4
0.3758,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.3
0.3744,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.2
0.3408,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.1
0.3106,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1
0.3154,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.9
0.298,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.8
0.2788,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.7
0.2706,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.6
0.2596,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.5
0.251,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.4
0.246,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.3
0.2516,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.2
0.2292,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.0999999999999999
0.2282,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0
0.2348,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.1
0.2272,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.2
0.2452,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.3
0.2412,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.4
0.2622,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.5
0.2792,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.6
0.2746,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.7
0.2832,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.8
0.3044,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.9
0.3114,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1
0.3448,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.1
0.3496,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.2
0.3862,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.3
0.3904,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.4
0.4272,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.5
0.4306,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.6
0.4642,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.7
0.4892,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.8
0.5056,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.9
0.5334,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",2
0.2074,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-2
0.2056,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.9
0.1994,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.8
0.1908,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.7
0.1888,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.6
0.1718,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.5
0.1634,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.4
0.1698,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.3
0.1582,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.2
0.1448,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.1
0.1434,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1
0.1344,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.9
0.1298,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.8
0.1342,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.7
0.1334,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.6
0.1286,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.5
0.119,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.4
0.119,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.3
0.1158,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.2
0.115,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.0999999999999999
0.126,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0
0.1188,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0.1
0.1218,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0.2
0.1174,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0.3
0.1182,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0.4
0.1226,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0.5
0.1226,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0.6
0.1206,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0.7
0.134,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0.8
0.1384,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0.9
0.1458,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1
0.1512,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1.1
0.1496,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1.2
0.1574,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1.3
0.1674,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1.4
0.1786,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1.5
0.1868,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1.6
0.1916,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1.7
0.1998,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1.8
0.223,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1.9
0.222,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",2
0.1288,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-2
0.1272,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1.9
0.122,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1.8
0.1238,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1.7
0.112,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1.6
0.1118,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1.5
0.1024,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1.4
0.107,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1.3
0.1072,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1.2
0.1064,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1.1
0.101,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1
0.0956,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-0.9
0.0992,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-0.8
0.0912,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-0.7
0.0852,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-0.6
0.0916,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-0.5
0.0838,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-0.4
0.0818,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-0.3
0.0886,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-0.2
0.0826,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-0.0999999999999999
0.0872,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0
0.0926,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0.1
0.0934,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0.2
0.0776,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0.3
0.0876,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0.4
0.0898,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0.5
0.0956,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0.6
0.0916,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0.7
0.092,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0.8
0.101,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0.9
0.0912,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1
0.0974,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1.1
0.1012,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1.2
0.1042,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1.3
0.1084,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1.4
0.1092,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1.5
0.1174,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1.6
0.1214,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1.7
0.1202,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1.8
0.1252,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1.9
0.1276,"Vn","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",2
0.538,"Vn","norm","log",50,"c4rt",-2
0.4948,"Vn","norm","log",50,"c4rt",-1.9
0.4526,"Vn","norm","log",50,"c4rt",-1.8
0.4068,"Vn","norm","log",50,"c4rt",-1.7
0.3674,"Vn","norm","log",50,"c4rt",-1.6
0.3346,"Vn","norm","log",50,"c4rt",-1.5
0.2998,"Vn","norm","log",50,"c4rt",-1.4
0.2514,"Vn","norm","log",50,"c4rt",-1.3
0.2216,"Vn","norm","log",50,"c4rt",-1.2
0.1954,"Vn","norm","log",50,"c4rt",-1.1
0.1808,"Vn","norm","log",50,"c4rt",-1
0.158,"Vn","norm","log",50,"c4rt",-0.9
0.1426,"Vn","norm","log",50,"c4rt",-0.8
0.108,"Vn","norm","log",50,"c4rt",-0.7
0.0972,"Vn","norm","log",50,"c4rt",-0.6
0.0796,"Vn","norm","log",50,"c4rt",-0.5
0.0698,"Vn","norm","log",50,"c4rt",-0.4
0.0594,"Vn","norm","log",50,"c4rt",-0.3
0.0598,"Vn","norm","log",50,"c4rt",-0.2
0.0566,"Vn","norm","log",50,"c4rt",-0.0999999999999999
0.0538,"Vn","norm","log",50,"c4rt",0
0.0464,"Vn","norm","log",50,"c4rt",0.1
0.057,"Vn","norm","log",50,"c4rt",0.2
0.0666,"Vn","norm","log",50,"c4rt",0.3
0.0676,"Vn","norm","log",50,"c4rt",0.4
0.0752,"Vn","norm","log",50,"c4rt",0.5
0.0956,"Vn","norm","log",50,"c4rt",0.6
0.111,"Vn","norm","log",50,"c4rt",0.7
0.138,"Vn","norm","log",50,"c4rt",0.8
0.1486,"Vn","norm","log",50,"c4rt",0.9
0.1854,"Vn","norm","log",50,"c4rt",1
0.1986,"Vn","norm","log",50,"c4rt",1.1
0.223,"Vn","norm","log",50,"c4rt",1.2
0.2694,"Vn","norm","log",50,"c4rt",1.3
0.2992,"Vn","norm","log",50,"c4rt",1.4
0.3246,"Vn","norm","log",50,"c4rt",1.5
0.3624,"Vn","norm","log",50,"c4rt",1.6
0.4144,"Vn","norm","log",50,"c4rt",1.7
0.4548,"Vn","norm","log",50,"c4rt",1.8
0.4932,"Vn","norm","log",50,"c4rt",1.9
0.5428,"Vn","norm","log",50,"c4rt",2
0.169,"Vn","norm","log",200,"c4rt",-2
0.1444,"Vn","norm","log",200,"c4rt",-1.9
0.1462,"Vn","norm","log",200,"c4rt",-1.8
0.1382,"Vn","norm","log",200,"c4rt",-1.7
0.1246,"Vn","norm","log",200,"c4rt",-1.6
0.1086,"Vn","norm","log",200,"c4rt",-1.5
0.1174,"Vn","norm","log",200,"c4rt",-1.4
0.1134,"Vn","norm","log",200,"c4rt",-1.3
0.1,"Vn","norm","log",200,"c4rt",-1.2
0.0994,"Vn","norm","log",200,"c4rt",-1.1
0.0828,"Vn","norm","log",200,"c4rt",-1
0.0842,"Vn","norm","log",200,"c4rt",-0.9
0.0806,"Vn","norm","log",200,"c4rt",-0.8
0.0704,"Vn","norm","log",200,"c4rt",-0.7
