"power","stat","dist","kn","n","cpt","delta"
0.027,"hs","ar1_0.5","log",50,"c4rt",1.2
0.0326,"hs","ar1_0.5","log",50,"c4rt",1.3
0.0388,"hs","ar1_0.5","log",50,"c4rt",1.4
0.048,"hs","ar1_0.5","log",50,"c4rt",1.5
0.045,"hs","ar1_0.5","log",50,"c4rt",1.6
0.0534,"hs","ar1_0.5","log",50,"c4rt",1.7
0.0666,"hs","ar1_0.5","log",50,"c4rt",1.8
0.0728,"hs","ar1_0.5","log",50,"c4rt",1.9
0.0908,"hs","ar1_0.5","log",50,"c4rt",2
0.168,"hs","ar1_0.5","log",200,"c4rt",-2
0.1294,"hs","ar1_0.5","log",200,"c4rt",-1.9
0.117,"hs","ar1_0.5","log",200,"c4rt",-1.8
0.098,"hs","ar1_0.5","log",200,"c4rt",-1.7
0.0842,"hs","ar1_0.5","log",200,"c4rt",-1.6
0.0686,"hs","ar1_0.5","log",200,"c4rt",-1.5
0.0598,"hs","ar1_0.5","log",200,"c4rt",-1.4
0.055,"hs","ar1_0.5","log",200,"c4rt",-1.3
0.0462,"hs","ar1_0.5","log",200,"c4rt",-1.2
0.0402,"hs","ar1_0.5","log",200,"c4rt",-1.1
0.0328,"hs","ar1_0.5","log",200,"c4rt",-1
0.03,"hs","ar1_0.5","log",200,"c4rt",-0.9
0.024,"hs","ar1_0.5","log",200,"c4rt",-0.8
0.0216,"hs","ar1_0.5","log",200,"c4rt",-0.7
0.021,"hs","ar1_0.5","log",200,"c4rt",-0.6
0.0176,"hs","ar1_0.5","log",200,"c4rt",-0.5
0.0168,"hs","ar1_0.5","log",200,"c4rt",-0.4
0.018,"hs","ar1_0.5","log",200,"c4rt",-0.3
0.0148,"hs","ar1_0.5","log",200,"c4rt",-0.2
0.0166,"hs","ar1_0.5","log",200,"c4rt",-0.0999999999999999
0.0142,"hs","ar1_0.5","log",200,"c4rt",0
0.0116,"hs","ar1_0.5","log",200,"c4rt",0.1
0.0176,"hs","ar1_0.5","log",200,"c4rt",0.2
0.0196,"hs","ar1_0.5","log",200,"c4rt",0.3
0.0194,"hs","ar1_0.5","log",200,"c4rt",0.4
0.0182,"hs","ar1_0.5","log",200,"c4rt",0.5
0.0214,"hs","ar1_0.5","log",200,"c4rt",0.6
0.0236,"hs","ar1_0.5","log",200,"c4rt",0.7
0.0238,"hs","ar1_0.5","log",200,"c4rt",0.8
0.0302,"hs","ar1_0.5","log",200,"c4rt",0.9
0.033,"hs","ar1_0.5","log",200,"c4rt",1
0.041,"hs","ar1_0.5","log",200,"c4rt",1.1
0.0424,"hs","ar1_0.5","log",200,"c4rt",1.2
0.0508,"hs","ar1_0.5","log",200,"c4rt",1.3
0.0626,"hs","ar1_0.5","log",200,"c4rt",1.4
0.0788,"hs","ar1_0.5","log",200,"c4rt",1.5
0.0902,"hs","ar1_0.5","log",200,"c4rt",1.6
0.099,"hs","ar1_0.5","log",200,"c4rt",1.7
0.121,"hs","ar1_0.5","log",200,"c4rt",1.8
0.1344,"hs","ar1_0.5","log",200,"c4rt",1.9
0.161,"hs","ar1_0.5","log",200,"c4rt",2
0.2252,"hs","ar1_0.5","log",500,"c4rt",-2
0.194,"hs","ar1_0.5","log",500,"c4rt",-1.9
0.1688,"hs","ar1_0.5","log",500,"c4rt",-1.8
0.1458,"hs","ar1_0.5","log",500,"c4rt",-1.7
0.1314,"hs","ar1_0.5","log",500,"c4rt",-1.6
0.1116,"hs","ar1_0.5","log",500,"c4rt",-1.5
0.0982,"hs","ar1_0.5","log",500,"c4rt",-1.4
0.074,"hs","ar1_0.5","log",500,"c4rt",-1.3
0.0744,"hs","ar1_0.5","log",500,"c4rt",-1.2
0.0614,"hs","ar1_0.5","log",500,"c4rt",-1.1
0.0544,"hs","ar1_0.5","log",500,"c4rt",-1
0.036,"hs","ar1_0.5","log",500,"c4rt",-0.9
0.0378,"hs","ar1_0.5","log",500,"c4rt",-0.8
0.0322,"hs","ar1_0.5","log",500,"c4rt",-0.7
0.0286,"hs","ar1_0.5","log",500,"c4rt",-0.6
0.0322,"hs","ar1_0.5","log",500,"c4rt",-0.5
0.0284,"hs","ar1_0.5","log",500,"c4rt",-0.4
0.0278,"hs","ar1_0.5","log",500,"c4rt",-0.3
0.027,"hs","ar1_0.5","log",500,"c4rt",-0.2
0.027,"hs","ar1_0.5","log",500,"c4rt",-0.0999999999999999
0.0252,"hs","ar1_0.5","log",500,"c4rt",0
0.0268,"hs","ar1_0.5","log",500,"c4rt",0.1
0.0292,"hs","ar1_0.5","log",500,"c4rt",0.2
0.0262,"hs","ar1_0.5","log",500,"c4rt",0.3
0.0298,"hs","ar1_0.5","log",500,"c4rt",0.4
0.0298,"hs","ar1_0.5","log",500,"c4rt",0.5
0.0374,"hs","ar1_0.5","log",500,"c4rt",0.6
0.0396,"hs","ar1_0.5","log",500,"c4rt",0.7
0.0402,"hs","ar1_0.5","log",500,"c4rt",0.8
0.0434,"hs","ar1_0.5","log",500,"c4rt",0.9
0.0512,"hs","ar1_0.5","log",500,"c4rt",1
0.0602,"hs","ar1_0.5","log",500,"c4rt",1.1
0.0706,"hs","ar1_0.5","log",500,"c4rt",1.2
0.0824,"hs","ar1_0.5","log",500,"c4rt",1.3
0.0838,"hs","ar1_0.5","log",500,"c4rt",1.4
0.1118,"hs","ar1_0.5","log",500,"c4rt",1.5
0.1216,"hs","ar1_0.5","log",500,"c4rt",1.6
0.1416,"hs","ar1_0.5","log",500,"c4rt",1.7
0.1668,"hs","ar1_0.5","log",500,"c4rt",1.8
0.1964,"hs","ar1_0.5","log",500,"c4rt",1.9
0.2346,"hs","ar1_0.5","log",500,"c4rt",2
0.0572,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-2
0.0502,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.9
0.041,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.8
0.0356,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.7
0.0366,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.6
0.0336,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.5
0.0258,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.4
0.024,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.3
0.0206,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.2
0.0234,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1.1
0.0154,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-1
0.0142,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.9
0.0138,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.8
0.0098,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.7
0.0096,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.6
0.0112,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.5
0.008,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.4
0.0086,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.3
0.0076,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.2
0.007,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",-0.0999999999999999
0.0078,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0
0.0092,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.1
0.009,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.2
0.0092,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.3
0.0084,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.4
0.0108,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.5
0.012,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.6
0.0114,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.7
0.0116,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.8
0.0178,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",0.9
0.019,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1
0.018,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.1
0.02,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.2
0.0236,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.3
0.0264,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.4
0.0334,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.5
0.0298,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.6
0.0368,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.7
0.045,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.8
0.0464,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",1.9
0.0622,"hs","arma22_0.4_-0.03_0.5_-0.06","log",50,"c4rt",2
0.127,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-2
0.0902,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.9
0.0852,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.8
0.0742,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.7
0.0616,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.6
0.0562,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.5
0.0472,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.4
0.0446,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.3
0.042,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.2
0.0344,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1.1
0.0292,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-1
0.0296,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.9
0.023,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.8
0.0218,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.7
0.0208,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.6
0.019,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.5
0.0166,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.4
0.019,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.3
0.0174,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.2
0.0182,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",-0.0999999999999999
0.0158,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0
0.0148,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0.1
0.0204,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0.2
0.0202,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0.3
0.02,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0.4
0.0184,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0.5
0.0232,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0.6
0.0242,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0.7
0.0232,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0.8
0.03,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",0.9
0.0306,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1
0.0366,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1.1
0.0396,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1.2
0.0426,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1.3
0.051,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1.4
0.066,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1.5
0.073,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1.6
0.0768,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1.7
0.089,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1.8
0.0924,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",1.9
0.1162,"hs","arma22_0.4_-0.03_0.5_-0.06","log",200,"c4rt",2
0.1638,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-2
0.1438,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1.9
0.1244,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1.8
0.1104,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1.7
0.1048,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1.6
0.0934,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1.5
0.0836,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1.4
0.0648,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1.3
0.0654,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1.2
0.0562,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1.1
0.0514,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-1
0.0344,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-0.9
0.0376,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-0.8
0.0342,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-0.7
0.031,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-0.6
0.0348,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-0.5
0.0298,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-0.4
0.0292,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-0.3
0.0286,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-0.2
0.029,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",-0.0999999999999999
0.027,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0
0.0276,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0.1
0.029,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0.2
0.0282,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0.3
0.0296,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0.4
0.0304,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0.5
0.0406,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0.6
0.0406,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0.7
0.0396,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0.8
0.0404,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",0.9
0.049,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1
0.0554,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1.1
0.0592,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1.2
0.0684,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1.3
0.0656,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1.4
0.0922,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1.5
0.0958,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1.6
0.1128,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1.7
0.1236,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1.8
0.1468,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",1.9
0.1698,"hs","arma22_0.4_-0.03_0.5_-0.06","log",500,"c4rt",2
0.397,"hs","norm","log",50,"c4rt",-2
0.3522,"hs","norm","log",50,"c4rt",-1.9
0.3166,"hs","norm","log",50,"c4rt",-1.8
0.2852,"hs","norm","log",50,"c4rt",-1.7
0.2494,"hs","norm","log",50,"c4rt",-1.6
0.2202,"hs","norm","log",50,"c4rt",-1.5
0.1882,"hs","norm","log",50,"c4rt",-1.4
0.1654,"hs","norm","log",50,"c4rt",-1.3
0.1348,"hs","norm","log",50,"c4rt",-1.2
0.116,"hs","norm","log",50,"c4rt",-1.1
0.1092,"hs","norm","log",50,"c4rt",-1
0.086,"hs","norm","log",50,"c4rt",-0.9
0.0728,"hs","norm","log",50,"c4rt",-0.8
0.068,"hs","norm","log",50,"c4rt",-0.7
0.0526,"hs","norm","log",50,"c4rt",-0.6
0.0472,"hs","norm","log",50,"c4rt",-0.5
0.0422,"hs","norm","log",50,"c4rt",-0.4
0.038,"hs","norm","log",50,"c4rt",-0.3
0.0362,"hs","norm","log",50,"c4rt",-0.2
0.0368,"hs","norm","log",50,"c4rt",-0.0999999999999999
0.0336,"hs","norm","log",50,"c4rt",0
0.0356,"hs","norm","log",50,"c4rt",0.1
0.037,"hs","norm","log",50,"c4rt",0.2
0.0398,"hs","norm","log",50,"c4rt",0.3
0.0416,"hs","norm","log",50,"c4rt",0.4
0.0492,"hs","norm","log",50,"c4rt",0.5
0.0552,"hs","norm","log",50,"c4rt",0.6
0.0574,"hs","norm","log",50,"c4rt",0.7
0.0728,"hs","norm","log",50,"c4rt",0.8
0.0914,"hs","norm","log",50,"c4rt",0.9
0.0924,"hs","norm","log",50,"c4rt",1
0.115,"hs","norm","log",50,"c4rt",1.1
0.1352,"hs","norm","log",50,"c4rt",1.2
0.1602,"hs","norm","log",50,"c4rt",1.3
0.179,"hs","norm","log",50,"c4rt",1.4
0.2028,"hs","norm","log",50,"c4rt",1.5
0.2424,"hs","norm","log",50,"c4rt",1.6
0.2732,"hs","norm","log",50,"c4rt",1.7
0.3202,"hs","norm","log",50,"c4rt",1.8
0.3518,"hs","norm","log",50,"c4rt",1.9
0.394,"hs","norm","log",50,"c4rt",2
0.7756,"hs","norm","log",200,"c4rt",-2
0.7184,"hs","norm","log",200,"c4rt",-1.9
0.6802,"hs","norm","log",200,"c4rt",-1.8
0.6014,"hs","norm","log",200,"c4rt",-1.7
0.5326,"hs","norm","log",200,"c4rt",-1.6
0.4846,"hs","norm","log",200,"c4rt",-1.5
0.4228,"hs","norm","log",200,"c4rt",-1.4
0.3582,"hs","norm","log",200,"c4rt",-1.3
0.3108,"hs","norm","log",200,"c4rt",-1.2
0.2626,"hs","norm","log",200,"c4rt",-1.1
0.2172,"hs","norm","log",200,"c4rt",-1
0.1732,"hs","norm","log",200,"c4rt",-0.9
0.1418,"hs","norm","log",200,"c4rt",-0.8
0.1086,"hs","norm","log",200,"c4rt",-0.7
0.0948,"hs","norm","log",200,"c4rt",-0.6
0.0728,"hs","norm","log",200,"c4rt",-0.5
0.0652,"hs","norm","log",200,"c4rt",-0.4
0.0526,"hs","norm","log",200,"c4rt",-0.3
0.0476,"hs","norm","log",200,"c4rt",-0.2
0.0438,"hs","norm","log",200,"c4rt",-0.0999999999999999
0.0466,"hs","norm","log",200,"c4rt",0
0.0454,"hs","norm","log",200,"c4rt",0.1
0.0482,"hs","norm","log",200,"c4rt",0.2
0.0506,"hs","norm","log",200,"c4rt",0.3
0.0584,"hs","norm","log",200,"c4rt",0.4
0.0738,"hs","norm","log",200,"c4rt",0.5
0.092,"hs","norm","log",200,"c4rt",0.6
0.1214,"hs","norm","log",200,"c4rt",0.7
0.1322,"hs","norm","log",200,"c4rt",0.8
0.1682,"hs","norm","log",200,"c4rt",0.9
0.2036,"hs","norm","log",200,"c4rt",1
0.2592,"hs","norm","log",200,"c4rt",1.1
0.3012,"hs","norm","log",200,"c4rt",1.2
0.3634,"hs","norm","log",200,"c4rt",1.3
0.4192,"hs","norm","log",200,"c4rt",1.4
0.4772,"hs","norm","log",200,"c4rt",1.5
0.5548,"hs","norm","log",200,"c4rt",1.6
0.6164,"hs","norm","log",200,"c4rt",1.7
0.664,"hs","norm","log",200,"c4rt",1.8
0.7302,"hs","norm","log",200,"c4rt",1.9
0.7738,"hs","norm","log",200,"c4rt",2
0.9056,"hs","norm","log",500,"c4rt",-2
0.8678,"hs","norm","log",500,"c4rt",-1.9
0.8282,"hs","norm","log",500,"c4rt",-1.8
0.7662,"hs","norm","log",500,"c4rt",-1.7
0.706,"hs","norm","log",500,"c4rt",-1.6
0.6306,"hs","norm","log",500,"c4rt",-1.5
0.575,"hs","norm","log",500,"c4rt",-1.4
0.5056,"hs","norm","log",500,"c4rt",-1.3
0.4206,"hs","norm","log",500,"c4rt",-1.2
0.3482,"hs","norm","log",500,"c4rt",-1.1
0.2914,"hs","norm","log",500,"c4rt",-1
0.2374,"hs","norm","log",500,"c4rt",-0.9
0.1918,"hs","norm","log",500,"c4rt",-0.8
0.1496,"hs","norm","log",500,"c4rt",-0.7
0.1162,"hs","norm","log",500,"c4rt",-0.6
0.0942,"hs","norm","log",500,"c4rt",-0.5
0.0776,"hs","norm","log",500,"c4rt",-0.4
0.0614,"hs","norm","log",500,"c4rt",-0.3
0.0576,"hs","norm","log",500,"c4rt",-0.2
0.0474,"hs","norm","log",500,"c4rt",-0.0999999999999999
0.0522,"hs","norm","log",500,"c4rt",0
0.0542,"hs","norm","log",500,"c4rt",0.1
0.0552,"hs","norm","log",500,"c4rt",0.2
0.0698,"hs","norm","log",500,"c4rt",0.3
0.078,"hs","norm","log",500,"c4rt",0.4
0.0984,"hs","norm","log",500,"c4rt",0.5
0.1134,"hs","norm","log",500,"c4rt",0.6
0.1508,"hs","norm","log",500,"c4rt",0.7
0.1774,"hs","norm","log",500,"c4rt",0.8
0.2366,"hs","norm","log",500,"c4rt",0.9
0.2944,"hs","norm","log",500,"c4rt",1
0.3578,"hs","norm","log",500,"c4rt",1.1
0.4158,"hs","norm","log",500,"c4rt",1.2
0.4938,"hs","norm","log",500,"c4rt",1.3
0.5744,"hs","norm","log",500,"c4rt",1.4
0.6384,"hs","norm","log",500,"c4rt",1.5
0.7076,"hs","norm","log",500,"c4rt",1.6
0.7678,"hs","norm","log",500,"c4rt",1.7
0.8282,"hs","norm","log",500,"c4rt",1.8
0.8698,"hs","norm","log",500,"c4rt",1.9
0.9072,"hs","norm","log",500,"c4rt",2
0.1728,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-2
0.1554,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1.9
0.1382,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1.8
0.1172,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1.7
0.1204,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1.6
0.1082,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1.5
0.0998,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1.4
0.0896,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1.3
0.0892,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1.2
0.076,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1.1
0.0698,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-1
0.0652,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-0.9
0.0628,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-0.8
0.055,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-0.7
0.0556,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-0.6
0.0562,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-0.5
0.0492,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-0.4
0.0552,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-0.3
0.0492,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-0.2
0.049,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",-0.0999999999999999
0.0474,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0
0.0504,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0.1
0.0502,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0.2
0.0494,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0.3
0.0546,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0.4
0.0552,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0.5
0.0566,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0.6
0.0574,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0.7
0.061,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0.8
0.0644,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",0.9
0.0728,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1
0.0692,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1.1
0.0832,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1.2
0.096,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1.3
0.0978,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1.4
0.1118,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1.5
0.1204,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1.6
0.1272,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1.7
0.1396,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1.8
0.1518,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",1.9
0.1732,"hs","garch11_a0.1_b0.7_o0.5","log",50,"c4rt",2
0.3498,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-2
0.3106,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1.9
0.282,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1.8
0.2676,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1.7
0.2334,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1.6
0.1978,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1.5
0.18,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1.4
0.1616,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1.3
0.149,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1.2
0.1354,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1.1
0.11,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-1
0.104,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-0.9
0.0964,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-0.8
0.0862,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-0.7
0.078,"hs","garch11_a0.1_b0.7_o0.5","log",200,"c4rt",-0.6
