Date,Close
1993-07-15,27.599644
1993-07-16,27.522768
1993-07-19,27.503531
1993-07-20,27.580400
1993-07-21,27.561205
1993-07-22,27.369011
1993-07-23,27.503531
1993-07-26,27.657280
1993-07-27,27.638088
1993-07-28,27.580400
1993-07-29,27.734148
1993-07-30,27.580400
1993-08-02,27.657280
1993-08-03,27.676529
1993-08-04,27.676529
1993-08-05,27.618832
1993-08-06,27.657280
1993-08-09,27.811024
1993-08-10,27.791840
1993-08-11,27.791840
1993-08-12,27.714962
1993-08-13,27.753397
1993-08-16,27.907156
1993-08-17,28.003223
1993-08-18,28.156986
1993-08-19,28.156986
1993-08-20,28.176250
1993-08-23,28.118553
1993-08-24,28.426065
1993-08-25,28.445322
1993-08-26,28.464508
1993-08-27,28.445322
1993-08-30,28.560633
1993-08-31,28.637497
1993-09-01,28.599072
1993-09-02,28.502928
1993-09-03,28.522202
1993-09-07,28.330004
1993-09-08,28.233877
1993-09-09,28.291563
1993-09-10,28.541384
1993-09-13,28.560633
1993-09-14,28.445322
1993-09-15,28.522202
1993-09-16,28.406874
1993-09-17,28.351816
1993-09-20,28.119728
1993-09-21,28.022987
1993-09-22,28.255066
1993-09-23,28.409784
1993-09-24,28.332430
1993-09-27,28.641863
1993-09-28,28.583879
1993-09-29,28.487156
1993-09-30,28.429150
1993-10-01,28.564499
1993-10-04,28.603170
1993-10-05,28.564499
1993-10-06,28.545204
1993-10-07,28.467840
1993-10-08,28.506516
1993-10-11,28.564499
1993-10-12,28.603170
1993-10-13,28.603170
1993-10-14,28.970659
1993-10-15,29.125389
1993-10-18,29.048004
1993-10-19,28.835255
1993-10-20,28.873932
1993-10-21,28.835255
1993-10-22,28.699905
1993-10-25,28.777267
1993-10-26,28.757896
1993-10-27,28.777267
1993-10-28,28.989965
1993-10-29,28.989965
1993-11-01,29.067322
1993-11-02,29.048004
1993-11-03,28.680544
1993-11-04,28.371111
1993-11-05,28.506516
1993-11-08,28.545204
1993-11-09,28.564499
1993-11-10,28.777267
1993-11-11,28.699905
1993-11-12,28.835255
1993-11-15,28.815941
1993-11-16,28.951296
1993-11-17,28.796577
1993-11-18,28.719215
1993-11-19,28.661228
1993-11-22,28.487156
1993-11-23,28.641863
1993-11-24,28.757896
1993-11-26,28.777267
1993-11-29,28.661228
1993-11-30,28.680544
1993-12-01,28.719215
1993-12-02,28.796577
1993-12-03,28.912613
1993-12-06,29.009342
1993-12-07,28.989965
1993-12-08,28.989965
1993-12-09,28.893299
1993-12-10,28.835255
1993-12-13,29.009342
1993-12-14,28.796577
1993-12-15,28.757896
1993-12-16,28.854626
1993-12-17,29.013203
1993-12-20,29.052164
1993-12-21,28.954756
1993-12-22,29.149488
1993-12-23,29.130047
1993-12-27,29.285809
1993-12-28,29.344185
1993-12-29,29.305269
1993-12-30,29.188431
1993-12-31,29.032639
1994-01-03,28.954756
1994-01-04,29.071585
1994-01-05,29.130047
1994-01-06,29.130047
1994-01-07,29.305269
1994-01-10,29.655750
1994-01-11,29.597363
1994-01-12,29.499979
1994-01-13,29.422100
1994-01-14,29.538918
1994-01-17,29.538918
1994-01-18,29.577852
1994-01-19,29.499979
1994-01-20,29.577852
1994-01-21,29.519470
1994-01-24,29.402651
1994-01-25,29.402651
1994-01-26,29.480536
1994-01-27,29.753147
1994-01-28,29.831028
1994-01-31,30.045197
1994-02-01,29.889427
1994-02-02,30.084131
1994-02-03,29.947853
1994-02-04,29.266302
1994-02-07,29.402651
1994-02-08,29.422100
1994-02-09,29.538918
1994-02-10,29.285809
1994-02-11,29.383141
1994-02-14,29.422100
1994-02-15,29.577852
1994-02-16,29.558424
1994-02-17,29.383141
1994-02-18,29.207941
1994-02-22,29.499979
1994-02-23,29.422100
1994-02-24,29.032639
1994-02-25,29.168962
1994-02-28,29.168962
1994-03-01,29.052164
1994-03-02,29.091089
1994-03-03,29.013203
1994-03-04,29.091089
1994-03-07,29.246868
1994-03-08,29.130047
1994-03-09,29.266302
1994-03-10,29.032639
1994-03-11,29.188431
1994-03-14,29.227367
1994-03-15,29.207941
1994-03-16,29.441584
1994-03-17,29.441584
1994-03-18,29.435129
1994-03-21,29.356800
1994-03-22,29.435129
1994-03-23,29.415583
1994-03-24,29.063076
1994-03-25,28.788870
1994-03-28,28.828053
1994-03-29,28.260073
1994-03-30,27.868383
1994-03-31,27.946733
1994-04-04,27.515890
1994-04-05,28.083849
1994-04-06,28.083849
1994-04-07,28.220909
1994-04-08,28.005508
1994-04-11,28.123018
1994-04-12,28.083849
1994-04-13,27.936956
1994-04-14,27.946733
1994-04-15,27.946733
1994-04-18,27.760656
1994-04-19,27.799843
1994-04-20,27.770491
1994-04-21,28.142567
1994-04-22,28.113176
1994-04-25,28.406973
1994-04-26,28.377588
1994-04-28,28.171974
1994-04-29,28.260073
1994-05-02,28.436363
1994-05-03,28.406973
1994-05-04,28.358038
1994-05-05,28.318863
1994-05-06,28.044678
1994-05-09,27.799843
1994-05-10,28.015291
1994-05-11,27.760656
1994-05-12,27.897785
1994-05-13,27.897785
1994-05-16,27.907564
1994-05-17,28.318863
1994-05-18,28.524475
1994-05-19,28.661530
1994-05-20,28.553879
1994-05-23,28.504862
1994-05-24,28.622372
1994-05-25,28.700691
1994-05-26,28.720316
1994-05-27,28.749722
1994-05-31,28.710554
1994-06-01,28.837805
1994-06-02,28.808437
1994-06-03,28.974882
1994-06-06,28.965118
1994-06-07,28.925949
1994-06-08,28.690929
1994-06-09,28.847607
1994-06-10,28.896559
1994-06-13,28.935722
1994-06-14,29.160950
1994-06-15,29.043457
1994-06-16,29.102249
1994-06-17,28.939798
1994-06-20,28.693321
1994-06-21,28.446915
1994-06-22,28.555359
1994-06-23,28.387806
1994-06-24,27.796410
1994-06-27,28.279364
1994-06-28,28.141335
1994-06-29,28.230093
1994-06-30,28.052633
1994-07-01,28.111814
1994-07-05,28.259628
1994-07-06,28.220200
1994-07-07,28.338467
1994-07-08,28.328629
1994-07-11,28.230093
1994-07-12,28.269527
1994-07-13,28.318794
1994-07-14,28.624365
1994-07-15,28.634203
1994-07-18,28.683485
1994-07-19,28.624365
1994-07-20,28.496185
1994-07-21,28.555359
1994-07-22,28.604609
1994-07-25,28.644053
1994-07-26,28.614460
1994-07-27,28.614460
1994-07-28,28.673635
1994-07-29,28.959478
1994-08-01,29.097504
1994-08-02,29.136932
1994-08-03,29.146769
1994-08-04,28.979212
1994-08-05,28.880617
1994-08-08,28.949635
1994-08-09,28.998903
1994-08-10,29.107353
1994-08-11,28.998903
1994-08-12,29.225630
1994-08-15,29.215786
1994-08-16,29.422762
1994-08-17,29.403013
1994-08-18,29.304482
1994-08-19,29.284737
1994-08-22,29.255220
1994-08-23,29.422762
1994-08-24,29.738188
1994-08-25,29.659325
1994-08-26,30.083193
1994-08-29,30.063456
1994-08-30,30.142305
1994-08-31,30.063456
1994-09-01,29.964909
1994-09-02,29.836720
1994-09-06,29.846630
1994-09-07,29.817034
1994-09-08,29.964909
1994-09-09,29.649492
1994-09-12,29.560724
1994-09-13,29.649492
1994-09-14,29.679001
1994-09-15,30.053604
1994-09-16,29.839716
1994-09-19,29.869488
1994-09-20,29.304178
1994-09-21,29.304178
1994-09-22,29.234787
1994-09-23,29.135616
1994-09-26,29.284389
1994-09-27,29.264515
1994-09-28,29.492611
1994-09-29,29.343836
1994-09-30,29.304178
1994-10-03,29.234787
1994-10-04,28.798468
1994-10-05,28.808353
1994-10-06,28.719139
1994-10-07,28.848030
1994-10-10,29.155464
1994-10-11,29.591829
1994-10-12,29.631475
1994-10-13,29.730619
1994-10-14,29.859509
1994-10-17,29.800047
1994-10-18,29.730619
1994-10-19,29.869488
1994-10-20,29.671148
1994-10-21,29.552147
1994-10-24,29.304178
1994-10-25,29.333952
1994-10-26,29.443048
1994-10-27,29.621523
1994-10-28,30.246302
1994-10-31,30.137196
1994-11-01,29.800047
1994-11-02,29.631475
1994-11-03,29.790142
1994-11-04,29.403381
1994-11-07,29.492611
1994-11-08,29.720709
1994-11-09,29.770290
1994-11-10,29.562052
1994-11-11,29.452965
1994-11-14,29.730619
1994-11-15,29.631475
1994-11-16,29.730619
1994-11-17,29.532276
1994-11-18,29.492611
1994-11-21,29.195139
1994-11-22,28.560469
1994-11-23,28.719139
1994-11-25,28.857946
1994-11-28,28.986837
1994-11-29,28.976938
1994-11-30,28.937265
1994-12-01,28.649694
1994-12-02,28.917471
1994-12-05,28.947168
1994-12-06,28.967016
1994-12-07,28.758787
1994-12-08,28.481123
1994-12-09,28.590155
1994-12-12,28.778582
1994-12-13,28.887695
1994-12-14,29.036469
1994-12-15,29.125706
1994-12-16,29.267982
1994-12-19,29.307974
1994-12-20,29.217958
1994-12-21,29.527851
1994-12-22,29.437872
1994-12-23,29.467888
1994-12-27,29.627832
1994-12-28,29.477879
1994-12-29,29.497843
1994-12-30,29.148037
1995-01-03,29.287941
1995-01-04,29.427919
1995-01-05,29.427919
1995-01-06,29.457857
1995-01-09,29.487856
1995-01-10,29.517874
1995-01-11,29.537823
1995-01-12,29.547871
1995-01-13,29.897680
1995-01-16,30.077635
1995-01-17,30.087635
1995-01-18,30.057621
1995-01-19,29.887695
1995-01-20,29.777735
1995-01-23,29.867737
1995-01-24,29.907726
1995-01-25,29.987709
1995-01-26,30.017609
1995-01-27,30.137581
1995-01-30,30.007654
1995-01-31,30.127590
1995-02-01,30.117615
1995-02-02,30.297518
1995-02-03,30.727348
1995-02-06,30.857267
1995-02-07,30.897282
1995-02-08,30.897282
1995-02-09,30.897282
1995-02-10,30.937250
1995-02-13,30.947287
1995-02-14,30.987267
1995-02-15,31.157177
1995-02-16,31.117210
1995-02-17,30.997263
1995-02-21,30.987267
1995-02-22,31.217123
1995-02-23,31.267166
1995-02-24,31.347126
1995-02-27,31.097178
1995-02-28,31.357111
1995-03-01,31.157177
1995-03-02,31.197170
1995-03-03,31.207155
1995-03-06,31.227192
1995-03-07,30.987267
1995-03-08,31.067249
1995-03-09,31.057182
1995-03-10,31.517040
1995-03-13,31.487051
1995-03-14,31.716949
1995-03-15,31.656963
1995-03-16,31.846886
1995-03-17,31.878593
1995-03-20,31.878593
1995-03-21,31.798206
1995-03-22,31.828297
1995-03-23,31.848423
1995-03-24,32.300678
1995-03-27,32.431316
1995-03-28,32.431316
1995-03-29,32.421276
1995-03-30,32.361012
1995-03-31,32.230297
1995-04-03,32.310715
1995-04-04,32.521801
1995-04-05,32.521801
1995-04-06,32.642395
1995-04-07,32.612228
1995-04-10,32.672501
1995-04-11,32.562012
1995-04-12,32.672501
1995-04-13,32.853455
1995-04-17,32.662460
1995-04-18,32.551903
1995-04-19,32.521801
1995-04-20,32.572021
1995-04-21,32.732822
1995-04-24,33.114716
1995-04-25,33.024261
1995-04-26,33.054440
1995-04-27,33.134830
1995-04-28,33.185078
1995-05-01,33.094643
1995-05-02,33.165005
1995-05-03,33.627254
1995-05-04,33.607204
1995-05-05,33.567005
1995-05-08,33.808186
1995-05-09,33.778027
1995-05-10,33.818241
1995-05-11,33.908669
1995-05-12,33.928814
1995-05-15,34.089607
1995-05-16,34.109661
1995-05-17,33.979031
1995-05-18,33.486607
1995-05-19,33.506660
1995-05-22,33.878513
1995-05-23,34.190067
1995-05-24,34.170002
1995-05-25,34.200089
1995-05-26,33.808186
1995-05-30,33.798092
1995-05-31,34.501633
1995-06-01,34.411217
1995-06-02,34.441292
1995-06-05,34.652405
1995-06-06,34.592075
1995-06-07,34.411217
1995-06-08,34.330795
1995-06-09,34.129795
1995-06-12,34.320683
1995-06-13,34.692608
1995-06-14,34.662441
1995-06-15,34.813198
1995-06-16,34.916531
1995-06-19,35.310783
1995-06-20,35.219814
1995-06-21,35.199562
1995-06-22,35.664631
1995-06-23,35.593842
1995-06-26,35.169239
1995-06-27,35.098518
1995-06-28,35.280445
1995-06-29,35.219814
1995-06-30,35.199562
1995-07-03,35.330982
1995-07-05,35.462444
1995-07-06,35.917328
1995-07-07,36.079079
1995-07-10,36.099258
1995-07-11,35.927441
1995-07-12,36.372227
1995-07-13,36.291351
1995-07-14,36.261002
1995-07-17,36.463188
1995-07-18,36.149864
1995-07-19,35.755592
1995-07-20,35.887009
1995-07-21,35.846569
1995-07-24,36.109421
1995-07-25,36.382317
1995-07-26,36.352032
1995-07-27,36.655273
1995-07-28,36.422756
1995-07-31,36.331795
1995-08-01,36.271172
1995-08-02,36.190292
1995-08-03,36.180141
1995-08-04,36.220570
1995-08-07,36.301437
1995-08-08,36.301437
1995-08-09,36.291351
1995-08-10,36.210476
1995-08-11,36.008312
1995-08-14,36.331795
1995-08-15,36.261002
1995-08-16,36.362129
1995-08-17,36.301437
1995-08-18,36.341885
1995-08-21,36.240837
1995-08-22,36.311604
1995-08-23,36.180141
1995-08-24,36.220570
1995-08-25,36.422756
1995-08-28,36.291351
1995-08-29,36.382317
1995-08-30,36.463188
1995-08-31,36.493542
1995-09-01,36.655273
1995-09-05,36.999008
1995-09-06,37.069710
1995-09-07,37.089970
1995-09-08,37.231464
1995-09-11,37.332596
1995-09-12,37.504436
1995-09-13,37.676266
1995-09-14,38.020012
1995-09-15,38.009544
1995-09-18,37.867226
1995-09-19,38.050198
1995-09-20,38.233101
1995-09-21,37.918007
1995-09-22,37.928246
1995-09-25,37.867226
1995-09-26,37.857067
1995-09-27,37.826580
1995-09-28,38.111126
1995-09-29,38.039978
1995-10-02,37.846931
1995-10-03,37.887581
1995-10-04,37.846931
1995-10-05,37.958664
1995-10-06,37.989178
1995-10-09,37.674103
1995-10-10,37.653820
1995-10-11,37.775772
1995-10-12,38.009544
1995-10-13,38.131500
1995-10-16,37.948532
1995-10-17,38.202576
1995-10-18,38.314392
1995-10-19,38.497364
1995-10-20,38.263592
1995-10-23,38.182301
1995-10-24,38.222946
1995-10-25,37.907883
1995-10-26,37.562374
1995-10-27,37.846931
1995-10-30,38.090855
1995-10-31,37.928246
1995-11-01,38.233101
1995-11-02,38.477001
1995-11-03,38.527794
1995-11-06,38.395676
1995-11-07,38.253445
1995-11-08,38.598957
1995-11-09,38.741272
1995-11-10,38.720921
1995-11-13,38.680275
1995-11-14,38.426201
1995-11-15,38.812359
1995-11-16,39.025833
1995-11-17,39.147797
1995-11-20,38.944534
1995-11-21,39.259537
1995-11-22,39.137562
1995-11-24,39.239239
1995-11-27,39.249382
1995-11-28,39.666054
1995-11-29,39.706715
1995-11-30,39.615250
1995-12-01,39.666054
1995-12-04,40.153885
1995-12-05,40.418140
1995-12-06,40.509609
1995-12-07,40.296185
1995-12-08,40.428299
1995-12-11,40.601044
1995-12-12,40.479099
1995-12-13,40.733208
1995-12-14,40.438431
1995-12-15,40.453316
1995-12-18,39.676144
1995-12-19,40.095371
1995-12-20,39.706772
1995-12-21,39.911274
1995-12-22,40.054466
1995-12-26,40.248791
1995-12-27,40.228306
1995-12-28,40.187393
1995-12-29,40.238506
1996-01-02,40.668022
1996-01-03,40.780529
1996-01-04,40.391911
1996-01-05,40.310097
1996-01-08,40.463497
1996-01-09,39.768154
1996-01-10,39.246620
1996-01-11,39.481831
1996-01-12,39.420448
1996-01-15,39.338634
1996-01-16,39.819271
1996-01-17,39.696545
1996-01-18,39.829460
1996-01-19,40.095371
1996-01-22,40.105595
1996-01-23,40.197598
1996-01-24,40.524826
1996-01-25,40.381718
1996-01-26,40.729347
1996-01-29,40.892971
1996-01-30,41.240665
1996-01-31,41.670124
1996-02-01,41.823509
1996-02-02,41.649685
1996-02-05,41.987144
1996-02-06,42.385960
1996-02-07,42.631351
1996-02-08,43.091530
1996-02-09,43.081314
1996-02-12,43.408527
1996-02-13,43.316544
1996-02-14,42.938118
1996-02-15,42.672276
1996-02-16,42.498459
1996-02-20,42.079166
1996-02-21,42.600685
1996-02-22,43.275616
1996-02-23,43.152905
1996-02-26,42.539368
1996-02-27,42.406372
1996-02-28,42.212147
1996-02-29,41.803097
1996-03-01,42.467781
1996-03-04,42.713177
1996-03-05,43.112019
1996-03-06,42.733597
1996-03-07,42.948395
1996-03-08,41.557686
1996-03-11,42.038239
1996-03-12,41.711018
1996-03-13,41.997345
1996-03-14,42.181461
1996-03-15,42.153111
1996-03-18,42.964493
1996-03-19,42.872066
1996-03-20,42.820698
1996-03-21,42.717987
1996-03-22,42.830978
1996-03-25,42.748802
1996-03-26,42.954231
1996-03-27,42.563992
1996-03-28,42.728306
1996-03-29,42.522877
1996-04-01,43.015892
1996-04-02,43.098064
1996-04-03,43.098064
1996-04-04,43.067230
1996-04-08,42.327702
1996-04-09,42.163364
1996-04-10,41.413586
1996-04-11,41.362183
1996-04-12,41.886036
1996-04-15,42.235287
1996-04-16,42.358540
1996-04-17,42.255779
1996-04-18,42.317440
1996-04-19,42.420116
1996-04-22,42.748802
1996-04-23,42.882328
1996-04-24,42.728306
1996-04-25,42.923397
1996-04-26,43.015892
1996-04-29,43.015892
1996-04-30,42.985077
1996-05-01,43.077488
1996-05-02,42.337955
1996-05-03,42.276367
1996-05-06,42.235287
1996-05-07,42.060616
1996-05-08,42.584465
1996-05-09,42.553635
1996-05-10,42.974815
1996-05-13,43.621853
1996-05-14,43.888927
1996-05-15,43.837593
1996-05-16,43.930027
1996-05-17,44.166267
1996-05-20,44.464111
1996-05-21,44.402451
1996-05-22,44.823616
1996-05-23,44.638691
1996-05-24,44.813297
1996-05-28,44.361366
1996-05-29,44.063526
1996-05-30,44.289536
1996-05-31,43.960850
1996-06-03,44.084103
1996-06-04,44.392204
1996-06-05,44.782543
1996-06-06,44.453854
1996-06-07,44.453854
1996-06-10,44.310043
1996-06-11,44.268963
1996-06-12,44.186794
1996-06-13,44.186794
1996-06-14,44.001926
1996-06-17,43.971096
1996-06-18,43.611591
1996-06-19,43.806759
1996-06-20,43.775936
1996-06-21,44.152481
1996-06-24,44.235077
1996-06-25,44.183411
1996-06-26,43.883972
1996-06-27,44.193783
1996-06-28,44.348610
1996-07-01,44.730709
1996-07-02,44.565498
1996-07-03,44.472515
1996-07-05,43.336746
1996-07-08,43.161198
1996-07-09,43.336746
1996-07-10,43.512260
1996-07-11,42.634609
1996-07-12,42.665588
1996-07-15,41.405819
1996-07-16,41.509102
1996-07-17,42.004738
1996-07-18,42.582985
1996-07-19,42.273178
1996-07-22,41.963436
1996-07-23,41.426517
1996-07-24,41.509102
1996-07-25,41.880836
1996-07-26,42.107979
1996-07-29,41.643326
1996-07-30,42.046047
1996-07-31,42.355774
1996-08-01,43.057926
1996-08-02,43.987270
1996-08-05,43.729073
1996-08-06,43.863369
1996-08-07,43.976898
1996-08-08,43.904663
1996-08-09,43.760063
1996-08-12,44.080177
1996-08-13,43.729073
1996-08-14,43.883972
1996-08-15,43.801369
1996-08-16,44.173103
1996-08-19,44.193783
1996-08-20,44.162796
1996-08-21,44.007885
1996-08-22,44.420929
1996-08-23,44.183411
1996-08-26,43.966576
1996-08-27,44.131798
1996-08-28,44.059483
1996-08-29,43.625858
1996-08-30,43.171528
1996-09-03,43.450321
1996-09-04,43.491634
1996-09-05,42.965015
1996-09-06,43.574238
1996-09-09,44.090508
1996-09-10,44.069878
1996-09-11,44.317692
1996-09-12,44.627426
1996-09-13,45.308945
1996-09-16,45.474155
1996-09-17,45.370865
1996-09-18,45.257263
1996-09-19,45.432869
1996-09-20,45.594025
1996-09-23,45.583641
1996-09-24,45.573219
1996-09-25,45.604378
1996-09-26,45.583641
1996-09-27,45.625156
1996-09-30,45.583641
1996-10-01,45.832737
1996-10-02,46.144070
1996-10-03,46.102547
1996-10-04,46.725281
1996-10-07,46.777153
1996-10-08,46.590378
1996-10-09,46.227085
1996-10-10,46.133705
1996-10-11,46.704544
1996-10-14,46.766796
1996-10-15,46.704544
1996-10-16,46.932861
1996-10-17,47.057388
1996-10-18,47.306496
1996-10-21,47.244263
1996-10-22,46.912132
1996-10-23,47.067753
1996-10-24,46.663029
1996-10-25,46.704544
1996-10-28,46.393139
1996-10-29,46.766796
1996-10-30,46.611073
1996-10-31,47.057388
1996-11-01,46.891357
1996-11-04,47.202736
1996-11-05,47.472565
1996-11-06,48.385876
1996-11-07,48.500061
1996-11-08,48.769875
1996-11-11,48.718010
1996-11-12,48.572723
1996-11-13,48.790668
1996-11-14,49.112423
1996-11-15,49.174702
1996-11-18,49.185036
1996-11-19,49.537933
1996-11-20,49.620987
1996-11-21,49.548325
1996-11-22,49.932285
1996-11-25,50.565445
1996-11-26,50.399406
1996-11-27,50.305946
1996-11-29,50.492809
1996-12-02,50.513542
1996-12-03,49.652134
1996-12-04,49.787037
1996-12-05,49.652134
1996-12-06,49.361542
1996-12-09,50.087990
1996-12-10,49.849270
1996-12-11,49.392612
1996-12-12,48.572723
1996-12-13,48.697273
1996-12-16,48.074539
1996-12-17,48.458565
1996-12-18,48.842537
1996-12-19,49.849270
1996-12-20,49.958683
1996-12-23,49.833530
1996-12-24,50.198589
1996-12-26,50.584457
1996-12-27,50.647091
1996-12-30,50.208996
1996-12-31,49.291180
1997-01-02,49.416332
1997-01-03,50.125565
1997-01-06,49.687542
1997-01-07,50.292439
1997-01-08,49.854420
1997-01-09,50.271614
1997-01-10,50.813938
1997-01-13,50.740925
1997-01-14,51.377132
1997-01-15,51.251972
1997-01-16,51.460556
1997-01-17,51.773491
1997-01-20,51.836040
1997-01-21,52.253231
1997-01-22,52.628716
1997-01-23,51.898663
1997-01-24,51.231163
1997-01-27,51.085098
1997-01-28,51.231163
1997-01-29,51.731777
1997-01-30,52.399292
1997-01-31,52.336655
1997-02-03,52.493141
1997-02-04,52.816460
1997-02-05,51.825645
1997-02-06,52.169796
1997-02-07,52.879044
1997-02-10,52.378399
1997-02-11,52.983372
1997-02-12,53.734291
1997-02-13,54.318352
1997-02-14,54.193218
1997-02-18,54.652119
1997-02-19,54.287075
1997-02-20,53.629971
1997-02-21,53.650867
1997-02-24,54.287075
1997-02-25,54.328777
1997-02-26,53.796844
1997-02-27,52.993755
1997-02-28,52.837292
1997-03-03,53.191948
1997-03-04,52.899906
1997-03-05,53.796844
1997-03-06,53.483978
1997-03-07,53.963726
1997-03-10,54.526939
1997-03-11,54.234928
1997-03-12,53.755138
1997-03-13,52.920738
1997-03-14,53.191948
1997-03-17,53.337929
1997-03-18,52.764256
1997-03-19,52.586987
1997-03-20,52.315834
1997-03-21,52.558056
1997-03-24,53.290909
1997-03-25,52.767456
1997-03-26,52.997761
1997-03-27,51.594852
1997-03-31,50.506016
1997-04-01,50.830536
1997-04-02,49.919712
1997-04-03,50.191872
1997-04-04,50.820057
1997-04-07,51.019024
1997-04-08,51.385468
1997-04-09,50.966686
1997-04-10,50.778164
1997-04-11,49.165874
1997-04-14,49.825413
1997-04-15,50.673531
1997-04-16,51.259830
1997-04-17,51.050430
1997-04-18,51.301735
1997-04-21,50.966686
1997-04-22,52.086864
1997-04-23,52.139275
1997-04-24,51.877506
1997-04-25,51.280743
1997-04-28,51.783287
1997-04-29,53.416576
1997-04-30,53.667839
1997-05-01,53.605053
1997-05-02,54.568264
1997-05-05,55.866512
1997-05-06,55.824654
1997-05-07,54.610142
1997-05-08,54.987041
1997-05-09,55.363968
1997-05-12,56.285316
1997-05-13,56.054939
1997-05-14,56.159672
1997-05-15,56.536575
1997-05-16,55.761780
1997-05-19,55.929272
1997-05-20,56.599369
1997-05-21,56.473721
1997-05-22,56.285316
1997-05-23,56.808762
1997-05-27,57.039139
1997-05-28,57.028625
1997-05-29,56.693558
1997-05-30,57.060009
1997-06-02,56.808762
1997-06-03,56.620323
1997-06-04,56.557468
1997-06-05,56.766876
1997-06-06,57.876694
1997-06-09,58.169857
1997-06-10,58.347824
1997-06-11,58.483875
1997-06-12,59.614605
1997-06-13,60.117172
1997-06-16,60.138172
1997-06-17,60.054401
1997-06-18,59.845005
1997-06-19,60.462669
1997-06-20,60.256695
1997-06-23,58.795708
1997-06-24,60.288223
1997-06-25,59.867790
1997-06-26,59.573551
1997-06-27,59.804722
1997-06-30,59.405354
1997-07-01,60.099041
1997-07-02,61.087044
1997-07-03,61.927906
1997-07-07,61.297253
1997-07-08,61.938381
1997-07-09,61.255219
1997-07-10,61.528450
1997-07-11,61.738674
1997-07-14,61.927906
1997-07-15,62.243156
1997-07-16,63.062984
1997-07-17,62.747684
1997-07-18,61.412800
1997-07-21,61.423389
1997-07-22,63.052448
1997-07-23,62.999920
1997-07-24,63.294228
1997-07-25,63.252190
1997-07-28,63.210144
1997-07-29,63.420303
1997-07-30,64.177094
1997-07-31,64.114067
1997-08-01,63.861790
1997-08-04,64.030006
1997-08-05,64.072044
1997-08-06,64.597534
1997-08-07,64.114067
1997-08-08,62.810760
1997-08-11,63.273232
1997-08-12,62.264217
1997-08-13,62.075039
1997-08-14,62.306274
1997-08-15,60.393318
1997-08-18,61.738674
1997-08-19,62.453400
1997-08-20,63.399349
1997-08-21,62.285213
1997-08-22,62.264217
1997-08-25,62.032986
1997-08-26,61.118526
1997-08-27,61.486408
1997-08-28,60.551029
1997-08-29,60.792740
1997-09-02,62.768719
1997-09-03,62.432362
1997-09-04,62.831738
1997-09-05,62.653076
1997-09-08,62.926334
